,food_id,flavor_name,food_name,orig_content,flavor_group,normalized
1726,401,lemon peel,Wild leek,812.0,fruity,0.17296
1733,402,lemon peel,Common ling,1532.0,fruity,0.11016
1739,403,lemon peel,Lingcod,1425.0,fruity,0.11017
1745,404,lemon peel,American lobster,1593.0,fruity,0.14013
1751,406,lemon peel,Lotus,1629.0,fruity,0.23998
1757,407,lemon peel,Sacred lotus,1386.2,fruity,0.18322
1765,408,lemon peel,White lupine,4308.0,fruity,0.11266
1772,409,lemon peel,Malabar spinach,612.25,fruity,0.17032
1779,413,lemon peel,Milkfish,1657.0,fruity,0.11018
1785,414,lemon peel,Monkfish,1168.0,fruity,0.11013
1793,417,lemon peel,Mountain yam,323.25,fruity,0.1644
1799,418,lemon peel,Striped mullet,1561.0,fruity,0.11015
1805,420,lemon peel,White mustard,5190.0,fruity,0.26717
1812,423,lemon peel,Nopal,88.0,fruity,0.14991
1818,424,lemon peel,Ocean pout,1342.0,fruity,0.11013
1824,427,lemon peel,Okra,332.0,fruity,0.11008
1830,432,lemon peel,Pacific herring,1323.0,fruity,0.11019
1836,433,lemon peel,Pacific oyster,1157.0,fruity,0.12987
1842,434,lemon peel,Pacific rockfish,1540.0,fruity,0.11562
1848,436,lemon peel,Pepper (C. frutescens),398.45,fruity,0.18996
1854,437,lemon peel,Common persimmon,31.0,fruity,0.14419
1860,439,lemon peel,Northern pike,1554.0,fruity,0.11019
1866,440,lemon peel,Pili nut,471.0,fruity,0.15287
1872,441,lemon peel,Colorado pinyon,1263.5,fruity,0.19024
1879,444,lemon peel,French plantain,180.0,fruity,0.18614
1885,447,lemon peel,Opium poppy,3854.6,fruity,0.27567
1891,448,lemon peel,Prairie turnip,126.6,fruity,0.12822
1899,450,lemon peel,Quinoa,1013.0,fruity,0.20982
1905,453,lemon peel,Rainbow smelt,1422.0,fruity,0.11014
1911,454,lemon peel,Rainbow trout,3154.0,fruity,0.11019
1917,458,lemon peel,Orange roughy,1274.0,fruity,0.10791
1923,459,lemon peel,Sablefish,1706.0,fruity,0.11013
1929,460,lemon peel,Pink salmon,5454.0,fruity,0.12131
1935,461,lemon peel,Chum salmon,3831.0,fruity,0.109
1941,462,lemon peel,Coho salmon,4952.0,fruity,0.11135
1947,463,lemon peel,Sockeye salmon,8911.0,fruity,0.12056
1953,464,lemon peel,Chinook salmon,3989.0,fruity,0.11737
1959,465,lemon peel,Atlantic salmon,3103.0,fruity,0.1096
1965,468,lemon peel,Sapodilla,36.0,fruity,0.26471
1971,469,lemon peel,Mamey sapote,85.0,fruity,0.19953
1977,470,lemon peel,Spanish mackerel,1516.0,fruity,0.11017
1983,471,lemon peel,Pacific sardine,651.0,fruity,0.1198
1989,472,lemon peel,Scallop,2276.0,fruity,0.1282
1995,473,lemon peel,Scup,1523.0,fruity,0.11015
2000,475,lemon peel,Steller sea lion,200.0,fruity,0.25
2006,476,lemon peel,Bearded seal,9355.0,fruity,0.15198
2012,478,lemon peel,Sea trout,1351.0,fruity,0.11016
2020,480,lemon peel,American shad,1366.0,fruity,0.11015
2026,481,lemon peel,Shark,1486.0,fruity,0.11721
2032,482,lemon peel,Sheefish,1150.0,fruity,0.15232
2037,483,lemon peel,"Sheep (Mutton, Lamb)",7120.0,fruity,0.18351
2043,484,lemon peel,Sheepshead,1635.0,fruity,0.1102
2049,485,lemon peel,Hedge mustard,673.0,fruity,0.16884
2055,486,lemon peel,Skipjack tuna,1775.0,fruity,0.11016
