,food_id,flavor_name,food_name,orig_content,flavor_group,normalized
2253,534,diphenyl oxide,Black-eyed pea,2947.0,green,0.15686
2259,535,diphenyl oxide,Deer,7387.0,green,0.10015
2265,536,diphenyl oxide,Macadamia nut,1355.75,green,0.20933
2271,537,diphenyl oxide,Percoidei (Bass and others),4367.0,green,0.10519
2277,538,diphenyl oxide,Perciformes,1547.0,green,0.10523
2283,540,diphenyl oxide,Rabbit,3792.0,green,0.1188
2289,541,diphenyl oxide,Domestic goat,1466.0,green,0.19368
2292,544,diphenyl oxide,"Bivalvia (Clam, Mussel, Oyster)",3765.0,green,0.11414
2298,545,diphenyl oxide,Squid,1074.0,green,0.10205
2304,546,diphenyl oxide,Shrimp,9274.0,green,0.11846
2310,547,diphenyl oxide,Crayfish,2167.0,green,0.1051
2316,548,diphenyl oxide,Flatfish,2407.0,green,0.11951
2322,549,diphenyl oxide,Domestic pig,350975.0,green,0.10823
2328,552,diphenyl oxide,Oriental wheat,506.0,green,0.08435
2334,553,diphenyl oxide,Yardlong bean,2995.95,green,0.15697
2341,555,diphenyl oxide,Quail,2907.0,green,0.12729
2347,557,diphenyl oxide,Persian lime,2.0,green,0.01789
2353,557,plant,Persian lime,3.78,green,0.03382
2354,558,diphenyl oxide,Feijoa,13.0,green,0.0625
2360,561,diphenyl oxide,Common mushroom,571.0,green,0.05887
2366,562,diphenyl oxide,Shiitake,566.0,green,0.11853
2372,563,diphenyl oxide,Purple laver,254.0,green,0.11853
2378,564,diphenyl oxide,Wakame,49.0,green,0.06901
2384,565,diphenyl oxide,Enokitake,140.0,green,0.16279
2390,567,diphenyl oxide,Oyster mushroom,374.0,green,0.1315
2396,569,diphenyl oxide,Maitake,70.0,green,0.13109
2402,571,diphenyl oxide,Spot croaker,1426.0,green,0.10517
2408,575,diphenyl oxide,Wheat,13060.1381923,green,0.08466
2415,577,diphenyl oxide,Agave,9.0,green,0.07826
2421,580,diphenyl oxide,Anchovy,980.0,green,0.12468
2427,587,diphenyl oxide,Crab,4840.0,green,0.12259
2433,590,diphenyl oxide,Anatidae,6980.0,green,0.12337
2439,591,diphenyl oxide,Anguilliformes,2580.0,green,0.1157
2445,593,diphenyl oxide,Garfish,1500.0,green,0.12
2451,597,diphenyl oxide,Lemon sole,1860.0,green,0.12408
2457,598,diphenyl oxide,Clawed lobster,4200.0,green,0.12238
2463,600,diphenyl oxide,"Scombridae (Bonito, Mackerel, Tuna)",5240.0,green,0.129
2469,601,diphenyl oxide,Marine mussel,4400.0,green,0.14226
2475,603,diphenyl oxide,Norway lobster,1440.0,green,0.12287
2481,606,diphenyl oxide,True oyster,290.0,green,0.10985
2487,608,diphenyl oxide,Persimmon,38.0,green,0.11411
2493,610,diphenyl oxide,"Pleuronectidae (Dab, Halibut, Plaice)",1220.0,green,0.10445
2499,618,diphenyl oxide,True sole,660.0,green,0.10138
2505,619,diphenyl oxide,Catfish,1850.0,green,0.10626
2511,621,diphenyl oxide,Thunnus,10967.0,green,0.11754
2517,622,diphenyl oxide,Walnut,490.0,green,0.11836
2523,624,diphenyl oxide,"Columbidae (Dove, Pigeon)",1170.0,green,0.12581
2532,626,plant,Grape wine,2.211000001,green,1e-05
2535,626,undergrowth,Grape wine,0.667733338,green,0.0
