,food_id,flavor_name,food_name,orig_content,flavor_group,normalized
1238,282,neroli,Acerola,1.05,floral,1.0
1240,283,everlasting,Acorn,1221.0,floral,0.19213
1242,283,foliage,Acorn,1009.0,floral,0.15877
1246,284,everlasting,Winter squash,530.0,floral,0.18861
1248,284,foliage,Winter squash,455.0,floral,0.16192
1252,286,everlasting,Red king crab,1771.0,floral,0.14829
1254,286,foliage,Red king crab,2270.0,floral,0.19007
1257,287,everlasting,Alfalfa,445.0,floral,0.51208
1259,288,unripe plum,Allspice,1.3,floral,1.0
1261,289,everlasting,Amaranth,1944.55,floral,0.16647
1263,289,foliage,Amaranth,2854.0,floral,0.24433
1267,291,everlasting,Arrowroot,14.0,floral,0.19178
1269,291,foliage,Arrowroot,14.0,floral,0.19178
1273,292,everlasting,Asian pear,18.0,floral,0.2093
1275,292,foliage,Asian pear,14.0,floral,0.16279
1279,293,everlasting,Atlantic herring,5377.0,floral,0.16051
1281,293,foliage,Atlantic herring,5010.0,floral,0.14955
1285,294,everlasting,Atlantic mackerel,2186.0,floral,0.16046
1287,294,foliage,Atlantic mackerel,2038.0,floral,0.1496
1291,295,everlasting,Painted comber,1638.0,floral,0.15283
1293,295,foliage,Painted comber,1493.0,floral,0.1393
1297,296,everlasting,Atlantic pollock,2286.0,floral,0.16054
1299,296,foliage,Atlantic pollock,2129.0,floral,0.14952
1303,297,everlasting,Atlantic wolffish,3858.0,floral,0.17618
1305,297,foliage,Atlantic wolffish,3417.0,floral,0.15604
1308,298,everlasting,Bamboo shoots,301.0,floral,0.15842
1310,298,foliage,Bamboo shoots,246.0,floral,0.12947
1314,299,everlasting,Striped bass,2085.0,floral,0.16055
1316,299,foliage,Striped bass,1942.0,floral,0.14953
1320,301,everlasting,Beech nut,346.0,floral,0.17798
1322,301,foliage,Beech nut,319.0,floral,0.16409
1326,302,everlasting,Beluga whale,2810.0,floral,0.12304
1328,302,foliage,Beluga whale,4079.0,floral,0.17861
1332,306,everlasting,Blue crab,3441.0,floral,0.14889
1334,306,foliage,Blue crab,4411.0,floral,0.19086
1338,307,everlasting,Blue mussel,1560.0,floral,0.13903
1340,307,foliage,Blue mussel,2233.0,floral,0.199
1344,308,everlasting,Northern bluefin tuna,2743.0,floral,0.16053
1346,308,foliage,Northern bluefin tuna,2556.0,floral,0.14959
1350,309,everlasting,Bluefish,2356.0,floral,0.16052
1352,309,foliage,Bluefish,2195.0,floral,0.14955
1356,312,everlasting,Breadfruit,2395.75,floral,0.2126
1358,312,foliage,Breadfruit,1952.25,floral,0.17325
1362,313,everlasting,Breadnut tree seed,1412.0,floral,0.26023
1364,313,foliage,Breadnut tree seed,916.0,floral,0.16882
1368,314,everlasting,Rapini,337.0,floral,0.19018
1370,314,foliage,Rapini,271.0,floral,0.15293
1374,317,everlasting,Burbot,2270.0,floral,0.16049
1376,317,foliage,Burbot,2115.0,floral,0.14953
1380,319,everlasting,American butterfish,2031.0,floral,0.16048
1382,319,foliage,American butterfish,1893.0,floral,0.14957
1386,320,everlasting,Butternut,3108.6,floral,0.20813
1388,320,foliage,Butternut,3042.05,floral,0.20367
1392,321,everlasting,Butternut squash,303.0,floral,0.18949
1394,321,foliage,Butternut squash,258.0,floral,0.16135
1397,322,everlasting,Calabash,395.25,floral,0.56323
1400,326,everlasting,Carob,2514.0,floral,0.17192
1402,326,foliage,Carob,2758.0,floral,0.18861
1405,326,neroli,Carob,12.68,floral,0.00087
1407,327,everlasting,Common carp,2097.0,floral,0.16054
1409,327,foliage,Common carp,1953.0,floral,0.14952
1413,328,everlasting,Cassava,270.0,floral,0.18364
1415,328,foliage,Cassava,217.5,floral,0.14793
1419,329,everlasting,Channel catfish,4371.0,floral,0.15805
1421,329,foliage,Channel catfish,4224.0,floral,0.15274
1425,330,everlasting,Chayote,810.5,floral,0.23564
1427,330,foliage,Chayote,529.0,floral,0.1538
1431,331,everlasting,Cherimoya,63.0,floral,0.15441
1433,331,foliage,Cherimoya,52.0,floral,0.12745
1437,332,everlasting,Chervil,700.0,floral,0.21148
1439,332,foliage,Chervil,558.0,floral,0.16858
1443,333,everlasting,Chia,950.0,floral,0.18067
1445,333,foliage,Chia,943.0,floral,0.17934
1448,333,neroli,Chia,12.3,floral,0.00234
1450,334,everlasting,Chicken,14100.0,floral,0.21377
1451,334,foliage,Chicken,15330.0,floral,0.23241
1455,336,everlasting,Chinese chestnut,964.0,floral,0.19686
1457,336,foliage,Chinese chestnut,805.0,floral,0.16439
1461,339,everlasting,Cisco,1821.0,floral,0.16051
1463,339,foliage,Cisco,1696.0,floral,0.14949
1467,341,everlasting,Coconut,3833.0,floral,0.22328
1469,341,foliage,Coconut,3122.0,floral,0.18186
1473,342,everlasting,Pacific cod,1628.0,floral,0.15288
1475,342,foliage,Pacific cod,1581.0,floral,0.14846
1479,343,everlasting,Atlantic cod,6502.0,floral,0.1605
1481,343,foliage,Atlantic cod,6059.0,floral,0.14956
1485,344,everlasting,Common octopus,1954.0,floral,0.13901
1487,344,foliage,Common octopus,2799.0,floral,0.19912
1491,345,everlasting,Corn salad,836.0,floral,0.20585
1493,345,foliage,Corn salad,667.0,floral,0.16424
