,food_id,flavor_name,food_name,orig_content,flavor_group,normalized
1970,469,ketone,Mamey sapote,73.0,chemical,0.17136
1976,470,ketone,Spanish mackerel,2594.0,chemical,0.1885
1982,471,ketone,Pacific sardine,1005.0,chemical,0.18495
1988,472,ketone,Scallop,3069.0,chemical,0.17286
1994,473,ketone,Scup,2606.0,chemical,0.18849
1999,475,ketone,Steller sea lion,200.0,chemical,0.25
2005,476,ketone,Bearded seal,11664.0,chemical,0.18949
2011,478,ketone,Sea trout,2311.0,chemical,0.18844
2019,480,ketone,American shad,2337.0,chemical,0.18845
2025,481,ketone,Shark,2366.0,chemical,0.18662
2031,482,ketone,Sheefish,1400.0,chemical,0.18543
2036,483,ketone,"Sheep (Mutton, Lamb)",9500.0,chemical,0.24485
2042,484,ketone,Sheepshead,2796.0,chemical,0.18845
2048,485,ketone,Hedge mustard,685.0,chemical,0.17185
2054,486,ketone,Skipjack tuna,3037.0,chemical,0.18848
2060,487,ketone,Snapper,2830.0,chemical,0.18842
2067,489,ketone,Spelt,534.0,chemical,0.1263
2073,490,ketone,Spirulina,4980.0,chemical,0.23618
2079,493,ketone,Strawberry guava,118.5,chemical,0.24383
2085,494,ketone,Greater sturgeon,4115.0,chemical,0.18843
2091,495,ketone,White sucker,2313.0,chemical,0.18845
2098,497,ketone,Pumpkinseed sunfish,2677.0,chemical,0.18841
2104,498,ketone,Swordfish,2627.0,chemical,0.18856
2110,499,ketone,Taro,283.75,chemical,0.04949
2112,499,mercaptan,Taro,0.14,chemical,2e-05
2118,500,ketone,Teff,965.0,chemical,0.21932
2124,501,ketone,Tilefish,2539.0,chemical,0.1884
2130,504,ketone,"Salmonidae (Salmon, Trout)",13066.0,chemical,0.21091
2136,505,ketone,Turkey,3357.0,chemical,0.21333
2142,506,ketone,"Cattle (Beef, Veal)",1711779.0,chemical,0.2226
2148,507,ketone,Walleye,2641.0,chemical,0.18839
2154,508,ketone,Alaska pollock,2113.0,chemical,0.18491
2161,511,ketone,Whelk,4669.0,chemical,0.20764
2167,514,ketone,Whitefish,9469.0,chemical,0.19476
2173,515,ketone,Whiting,2528.0,chemical,0.18846
2179,516,ketone,Wild rice,1048.0,chemical,0.19996
2185,518,ketone,Winged bean,3818.25,chemical,0.12355
2191,519,ketone,Yam,313.0,chemical,0.1981
2197,520,ketone,Jicama,254.0,chemical,0.16411
