,food_id,food_name,flavor_group,orig_content,normalized
1507,471,Pacific sardine,milky,1400.0,0.25764
1512,472,Scallop,milky,3913.0,0.2204
1517,473,Scup,milky,3956.0,0.28613
1522,475,Steller sea lion,milky,100.0,0.125
1527,476,Bearded seal,milky,16515.0,0.26829
1532,478,Sea trout,milky,3509.0,0.28612
1534,479,Sesbania flower,milky,178.0,0.45178
1539,480,American shad,milky,3548.0,0.28611
1544,481,Shark,milky,3560.0,0.2808
1549,482,Sheefish,milky,1820.0,0.24106
1558,484,Sheepshead,milky,4246.0,0.28618
1563,485,Hedge mustard,milky,806.0,0.20221
1568,486,Skipjack tuna,milky,4610.0,0.2861
1573,487,Snapper,milky,4298.0,0.28615
1574,488,Soursop,milky,249.0,1.0
1579,489,Spelt,milky,409.0,0.09674
1584,490,Spirulina,milky,3337.0,0.15826
1589,493,Strawberry guava,milky,65.25,0.13426
1594,494,Greater sturgeon,milky,6249.0,0.28615
1599,495,White sucker,milky,3512.0,0.28613
1600,496,Sugar apple,milky,185.25,1.0
1605,497,Pumpkinseed sunfish,milky,4066.0,0.28618
1610,498,Swordfish,milky,3986.0,0.2861
1615,499,Taro,milky,1755.25,0.30613
1620,500,Teff,milky,485.0,0.11023
1625,501,Tilefish,milky,3856.0,0.28612
1630,504,"Salmonidae (Salmon, Trout)",milky,11853.0,0.19133
1635,505,Turkey,milky,1609.0,0.10225
1640,506,"Cattle (Beef, Veal)",milky,1880496.0,0.24454
1645,507,Walleye,milky,4012.0,0.28618
1650,508,Alaska pollock,milky,3275.0,0.2866
1651,510,Wax gourd,milky,146.75,1.0
1656,511,Whelk,milky,4395.0,0.19545
1661,514,Whitefish,milky,12520.0,0.25751
1666,515,Whiting,milky,3838.0,0.28612
1671,516,Wild rice,milky,799.0,0.15245
1676,518,Winged bean,milky,6786.5,0.2196
1681,519,Yam,milky,234.0,0.1481
1686,520,Jicama,milky,338.5,0.2187
1691,522,Yellowfin tuna,milky,4712.0,0.28617
1696,523,Yellowtail amberjack,milky,4851.0,0.28619
1701,525,Albacore tuna,milky,9212.0,0.28614
1706,526,Gadus (Common cod),milky,10770.0,0.15027
1711,527,Atlantic halibut,milky,3800.0,0.16408
1716,530,Smelt,milky,3690.0,0.21604
1721,531,"Clupeinae (Herring, Sardine, Sprat)",milky,18100.0,0.1541
1726,532,Spiny lobster,milky,4087.0,0.27437
1731,533,Snow crab,milky,3671.0,0.27434
1736,534,Black-eyed pea,milky,5462.0,0.29072
1741,535,Deer,milky,18946.0,0.25686
1746,536,Macadamia nut,milky,364.5,0.05628
1751,537,Percoidei (Bass and others),milky,11880.0,0.28615
1756,538,Perciformes,milky,4206.0,0.2861
1761,540,Rabbit,milky,6999.0,0.21927
1764,541,Domestic goat,milky,3548.0,0.46875
1769,544,"Bivalvia (Clam, Mussel, Oyster)",milky,7490.0,0.22707
1774,545,Squid,milky,2474.0,0.23508
1779,546,Shrimp,milky,16443.0,0.21003
1784,547,Crayfish,milky,5658.0,0.27441
1789,548,Flatfish,milky,4531.0,0.22498
1794,549,Domestic pig,milky,750870.0,0.23154
1799,552,Oriental wheat,milky,598.0,0.09968
1804,553,Yardlong bean,milky,5854.95,0.30676
1809,555,Quail,milky,5527.0,0.24202
1814,557,Persian lime,milky,30.0,0.26838
1819,558,Feijoa,milky,52.0,0.25
1824,561,Common mushroom,milky,1514.0,0.1561
1829,562,Shiitake,milky,703.0,0.14723
1834,563,Purple laver,milky,222.0,0.10359
1839,564,Wakame,milky,112.0,0.15775
1844,565,Enokitake,milky,130.0,0.15116
1849,567,Oyster mushroom,milky,126.0,0.0443
1854,569,Maitake,milky,90.0,0.16854
1859,571,Spot croaker,milky,3879.0,0.28608
1864,575,Wheat,milky,13139.3379327,0.08517
1870,577,Agave,milky,28.0,0.24348
1875,580,Anchovy,milky,1100.0,0.13995
1880,587,Crab,milky,5200.0,0.13171
1885,590,Anatidae,milky,5620.0,0.09933
1890,591,Anguilliformes,milky,3500.0,0.15695
1895,593,Garfish,milky,1900.0,0.152
1900,597,Lemon sole,milky,1700.0,0.11341
1905,598,Clawed lobster,milky,4500.0,0.13112
1910,600,"Scombridae (Bonito, Mackerel, Tuna)",milky,6300.0,0.1551
1915,601,Marine mussel,milky,4250.0,0.13741
1920,603,Norway lobster,milky,1500.0,0.12799
1925,606,True oyster,milky,610.0,0.23106
1930,608,Persimmon,milky,39.0,0.11712
1935,610,"Pleuronectidae (Dab, Halibut, Plaice)",milky,1700.0,0.14555
1940,618,True sole,milky,1800.0,0.2765
1945,619,Catfish,milky,3700.0,0.21252
1950,621,Thunnus,milky,20093.0,0.21535
1955,622,Walnut,milky,490.0,0.11836
1971,630,Liquor,milky,443.0,0.00172
1977,631,Cheese,milky,212506.0,0.16258
1982,632,Milk (Cow),milky,668401.0,0.34887
1988,633,Eggs,milky,67421.0,0.18665
1993,634,Yogurt,milky,8596.0,0.19359
1999,638,Bean,milky,2653.0,0.24709
2009,641,Ice cream,milky,3908.0,0.17463
2016,643,Honey,milky,8.0,0.06244
2035,654,Cake,milky,11262.0,0.15986
2041,655,Pizza,milky,21632.0,0.18549
2046,656,Ymer,milky,1070.0,0.13194
2051,657,Other snack food,milky,13242.0,0.14336
2056,659,Crisp bread,milky,2700.0,0.07825
2061,660,Pastry,milky,20122.0,0.12681
2067,663,Marzipan,milky,360.0,0.0604
2072,664,Salad dressing,milky,1710.0,0.18484
2077,665,Sauce,milky,2064.0,0.22567
2082,667,Butter,milky,289.0,0.19448
2087,669,Cream,milky,3674.0,0.17188
2092,671,Sausage,milky,104390.0,0.21077
2097,673,Mustard,milky,360.0,0.11043
2102,674,Pate,milky,4355.0,0.18979
2107,677,Meat bouillon,milky,2340.0,0.06859
2112,679,Whey,milky,4439.0,0.18474
2117,680,Casein,milky,5400.0,0.12054
2122,681,Fruit preserve,milky,30.0,0.18182
2127,682,Leavening agent,milky,9220.0,0.1665
2132,683,Marshmallow,milky,77.0,0.07639
2137,684,Gelatin,milky,3900.0,0.04032
2142,686,Other fish product,milky,6763.0,0.27416
2147,687,Milk (Human),milky,68.0,0.20732
2152,689,Other beverage,milky,990.0,0.11347
2159,690,Baby food,milky,22493.0,0.20565
2164,692,Soup,milky,15646.0,0.19349
2169,693,Other vegetable product,milky,2287.0,0.24764
2174,694,Unclassified food or beverage,milky,1465.0,0.01506
2180,695,Syrup,milky,400.0,0.1193
2186,696,Tallow,milky,340.0,0.02436
2192,701,Other candy,milky,1872.0,0.11716
2198,704,Other animal fat,milky,440.0,0.15603
2203,707,Cocoa powder,milky,3420.0,0.08297
2211,709,Chocolate,milky,2789.0,0.10857
2217,710,Hot chocolate,milky,2521.0,0.17324
2223,711,Dried milk,milky,23994.0,0.20135
2228,712,Milk (Other mammals),milky,1373.0,0.20058
2233,713,Kefir,milky,300.0,0.13799
2238,714,Buttermilk,milky,4159.0,0.21131
2243,715,Other fermented milk,milky,630.0,0.13981
2248,716,Soy sauce,milky,1742.0,0.16881
2253,717,Miso,milky,478.0,0.16242
2258,718,Tofu,milky,15707.0,0.22912
2263,722,Roe,milky,5712.0,0.23282
2268,723,Cichlidae (Tilapia),milky,4125.0,0.28236
2273,724,Icing,milky,510.0,0.14542
2279,725,Snack bar,milky,11845.0,0.15908
2285,728,Burrito,milky,6408.0,0.20234
2290,729,Hamburger,milky,30331.0,0.20484
2295,730,Baked beans,milky,2653.0,0.24709
2300,731,Chili,milky,1529.0,0.21116
2305,732,Taco,milky,3829.0,0.22455
2310,733,Tortilla,milky,1056.0,0.08457
2315,734,Nachos,milky,2057.0,0.15038
2320,735,Processed cheese,milky,12008.0,0.23026
2325,736,Salad,milky,2814.0,0.24366
2330,737,Cream substitute,milky,793.0,0.20086
2336,739,Topping,milky,1015.0,0.18631
2341,740,Sweet custard,milky,1539.0,0.22851
2346,742,Egg roll,milky,1448.0,0.15855
2351,743,Heart of palm,milky,91.0,0.16221
2356,744,Popcorn,milky,3273.0,0.10624
2361,745,Potato chip,milky,5400.0,0.24044
2366,746,Tortilla chip,milky,1691.0,0.10744
2371,747,Corn chip,milky,2185.0,0.12699
2376,749,Stew,milky,1814.0,0.20901
2381,750,Gelatin dessert,milky,9226.0,0.07655
2386,751,Junket,milky,1100.0,0.19472
2392,752,Falafel,milky,856.0,0.24869
2397,754,Other frozen dessert,milky,250.0,0.17241
2403,755,Lasagna,milky,655.0,0.12345
2408,757,Pancake,milky,4094.0,0.14383
2413,759,Pudding,milky,4008.0,0.1947
2419,760,Waffle,milky,1600.0,0.16217
2425,761,Soy milk,milky,430.0,0.18321
2431,762,Meatloaf,milky,14242.0,0.24921
2438,765,Couscous,milky,318.0,0.07416
2443,766,Bulgur,milky,424.0,0.09806
2448,767,Coffee substitute,milky,329.0,0.14018
2454,769,Chimichanga,milky,2632.0,0.20254
2459,770,Semolina,milky,716.0,0.06163
2464,771,Tapioca pearl,milky,6.0,0.22222
2469,772,Tostada,milky,1988.0,0.21102
2474,774,Baked potato,milky,1649.0,0.2352
2479,775,Hot dog,milky,2027.0,0.19502
2484,776,Spread,milky,5420.0,0.25174
2489,777,Enchilada,milky,1372.0,0.20079
2494,778,Egg substitute,milky,713.0,0.20325
2499,779,Nutritional drink,milky,225.0,0.17957
2505,780,Other sandwich,milky,13858.0,0.22305
2510,781,Ketchup,milky,252.0,0.17647
2515,782,Breakfast sandwich,milky,15773.0,0.20852
2520,784,Macaroni and cheese,milky,2902.0,0.14871
2525,785,Butterfat,milky,22.0,0.22449
2530,787,Hushpuppy,milky,310.0,0.13299
2535,789,Relish,milky,113.0,0.20849
2540,790,Other fruit product,milky,100.0,0.07289
2545,793,Vegetarian food,milky,5589.0,0.21322
2550,795,Cold cut,milky,10028.0,0.18664
2555,796,Mixed nuts,milky,6914.0,0.15856
2560,803,Phyllo dough,milky,158.0,0.0802
2565,805,Pie crust,milky,2247.0,0.09553
2571,806,Pie filling,milky,16.0,0.22857
2576,807,Pie,milky,4111.0,0.15978
2582,810,Ice cream cone,milky,310.0,0.07044
2588,812,Cracker,milky,10092.0,0.10215
2593,815,Natto,milky,1145.0,0.20571
2598,816,Ravioli,milky,380.0,0.16889
2603,818,Other pasta dish,milky,396.0,0.14426
2608,819,Succotash,milky,1951.0,0.2037
2613,820,Tamale,milky,1071.0,0.204
2618,824,Evaporated milk,milky,2219.0,0.2285
2623,829,Pita bread,milky,703.0,0.09028
2628,831,Bagel,milky,2326.0,0.08826
2633,832,Other bread product,milky,2534.0,0.09099
2638,835,French toast,milky,1312.0,0.15517
2643,836,Wheat bread,milky,7728.0,0.07897
2648,837,Rye bread,milky,2686.0,0.08445
2654,838,Oat bread,milky,2353.0,0.11157
2659,839,Potato bread,milky,311.0,0.17721
2664,840,Cornbread,milky,1009.0,0.12019
2669,841,Corn grits,milky,1234.0,0.08061
2674,842,Multigrain bread,milky,603.0,0.12331
2679,843,Rice bread,milky,541.0,0.10309
2684,845,Raisin bread,milky,617.0,0.09532
2689,846,Wonton wrapper,milky,204.0,0.07638
2694,848,Trail mix,milky,2422.0,0.14808
2699,850,Fruit-flavor drink,milky,245.0,0.22313
2705,854,Frozen yogurt,milky,577.0,0.19821
2711,855,Milkshake,milky,1352.0,0.22571
2718,858,Pupusa,milky,1947.0,0.21443
2723,859,Empanada,milky,614.0,0.1789
2728,860,Arepa,milky,228.0,0.13604
2733,862,Gefilte fish,milky,842.0,0.27516
2738,865,Other dish,milky,18118.0,0.21348
2744,866,Pot pie,milky,732.0,0.18291
2749,867,Stuffing,milky,496.0,0.25488
2754,868,Edible shell,milky,400.0,0.08861
2761,871,Condensed milk,milky,627.0,0.2285
2766,872,Margarine,milky,328.0,0.14138
2771,873,Margarine-like spread,milky,72.0,0.17955
2776,874,Hummus,milky,291.0,0.22788
2781,876,Potato puffs,milky,268.0,0.22408
2786,877,Potato gratin,milky,1146.0,0.22675
2791,878,Milk substitute,milky,141.0,0.21593
2796,880,Soft-necked garlic,milky,464.1,0.34733
2801,881,Cabbage,milky,409.55,0.12961
2807,906,Sunburst squash (pattypan squash),milky,7353.35,0.17167
2812,907,Green zucchini,milky,1345.06,0.21993
2818,908,Yellow zucchini,milky,1381.32,0.21911
2825,909,Green bell pepper,milky,1550.85,0.19484
2831,910,Yellow bell pepper,milky,426.68999999999994,0.19992
2837,911,Orange bell pepper,milky,394.04999999999995,0.17514
2843,912,Red bell pepper,milky,61592.728800000004,0.28781
2848,913,Italian sweet red pepper,milky,1199.0,0.20147
2854,914,Yellow wax bean,milky,3616.3,0.23146
2860,915,Green bean,milky,1339.46,0.21283
2864,916,Saskatoon berry,milky,14.8,0.10459
2868,917,Nanking cherry,milky,50.9,0.17631
2874,918,Japanese pumpkin,milky,6672.0,0.16685
2880,919,White cabbage,milky,921.97,0.19511
2885,920,Romaine lettuce,milky,276.2,0.17166
2891,921,"Cow milk, pasteurized, vitamin A + D added, 0% fat",milky,282.0,0.23777
2896,922,"Cow milk, pasteurized, vitamin A + D added, 1% fat",milky,282.0,0.23797
2901,923,"Cow milk, pasteurized, vitamin A + D added, 2% fat",milky,276.0,0.23752
2906,924,"Cow milk, pasteurized, vitamin D added, 3.25% fat",milky,264.0,0.23805
2912,939,Black tea,milky,3.0,0.01614
2918,940,Green tea,milky,3.0,0.01614
2936,985,Sour cream,milky,193.0,0.2154
2941,1019,White bread,milky,4354.0,0.10479
2948,1023,Taco shell,milky,400.0,0.08861
