,source_id,food_id,flavor_name,food_name,orig_content,flavor_group,normalized
838,474,170,feta cheese,Sesame,11505.95,milky,0.09776
839,484,170,foliage,Sesame,27199.4,floral,0.23111
840,556,170,ketone,Sesame,21115.6,chemical,0.17941
841,570,170,lemon peel,Sesame,18754.85,fruity,0.15935
842,857,170,cookedvegetable,Sesame,0.0072,green,0.0
843,446,171,diphenyl oxide,Garden tomato,1999.0,green,0.12585
844,465,171,everlasting,Garden tomato,2780.0,floral,0.17502
845,474,171,feta cheese,Garden tomato,2911.0,milky,0.18327
846,484,171,foliage,Garden tomato,2519.0,floral,0.15859
847,556,171,ketone,Garden tomato,3287.0,chemical,0.20694
848,570,171,lemon peel,Garden tomato,2387.0,fruity,0.15028
849,604,171,mercaptan,Garden tomato,0.0106,chemical,0.0
850,633,171,neroli,Garden tomato,0.29,floral,2e-05
851,678,171,plant,Garden tomato,0.68,green,4e-05
852,846,171,watercress,Garden tomato,0.0348,fruity,0.0
853,446,173,diphenyl oxide,Garden tomato (var.),125.85,green,0.10281
854,465,173,everlasting,Garden tomato (var.),190.1,floral,0.15529
855,474,173,feta cheese,Garden tomato (var.),273.75,milky,0.22363
856,484,173,foliage,Garden tomato (var.),183.0,floral,0.14949
857,556,173,ketone,Garden tomato (var.),208.1,chemical,0.17
858,570,173,lemon peel,Garden tomato (var.),212.3,fruity,0.17343
859,633,173,neroli,Garden tomato (var.),0.05397826,floral,4e-05
860,678,173,plant,Garden tomato (var.),0.964571429,green,0.00079
861,787,173,styrene,Garden tomato (var.),30.0,wine_like,0.02451
862,846,173,watercress,Garden tomato (var.),0.023,fruity,2e-05
863,446,174,diphenyl oxide,Eggplant,370.52,green,0.10443
864,465,174,everlasting,Eggplant,749.1,floral,0.21113
865,474,174,feta cheese,Eggplant,613.01,milky,0.17277
866,484,174,foliage,Eggplant,516.0600000000001,floral,0.14545
867,556,174,ketone,Eggplant,678.32,chemical,0.19118
868,570,174,lemon peel,Eggplant,501.0,fruity,0.1412
869,604,174,mercaptan,Eggplant,0.14420000000000002,chemical,4e-05
870,633,174,neroli,Eggplant,0.01,floral,0.0
871,787,174,styrene,Eggplant,117.9,wine_like,0.03323
872,846,174,watercress,Eggplant,0.3133,fruity,9e-05
873,847,174,watery,Eggplant,1.7350000140000001,wine_like,0.00049
874,446,175,diphenyl oxide,Potato,7738.84,green,0.1203
875,465,175,everlasting,Potato,15192.65,floral,0.23617
876,474,175,feta cheese,Potato,13232.76,milky,0.2057
877,484,175,foliage,Potato,8417.39,floral,0.13085
878,556,175,ketone,Potato,9507.95,chemical,0.1478
879,567,175,leathery,Potato,0.12,animal,0.0
880,570,175,lemon peel,Potato,10239.0,fruity,0.15916
881,633,175,neroli,Potato,0.8500000010000001,floral,1e-05
882,446,177,diphenyl oxide,Sorghum,531.0,green,0.09335
883,465,177,everlasting,Sorghum,922.0,floral,0.16209
884,474,177,feta cheese,Sorghum,391.0,milky,0.06874
885,484,177,foliage,Sorghum,639.0,floral,0.11234
886,556,177,ketone,Sorghum,1741.0,chemical,0.30607
887,570,177,lemon peel,Sorghum,1460.0,fruity,0.25667
888,678,177,plant,Sorghum,1.67,green,0.00029
889,847,177,watery,Sorghum,2.547499977,wine_like,0.00045
890,446,178,diphenyl oxide,Spinach,2350.3,green,0.13893
891,465,178,everlasting,Spinach,3168.8,floral,0.18731
892,474,178,feta cheese,Spinach,3303.2,milky,0.19526
893,484,178,foliage,Spinach,2836.8,floral,0.16769
894,556,178,ketone,Spinach,3001.6,chemical,0.17743
895,567,178,leathery,Spinach,1.07,animal,6e-05
896,570,178,lemon peel,Spinach,2241.05,fruity,0.13247
897,633,178,neroli,Spinach,14.245142857000001,floral,0.00084
898,446,179,diphenyl oxide,Cloves,190.0,green,0.10083
899,465,179,everlasting,Cloves,340.0,floral,0.18044
900,474,179,feta cheese,Cloves,370.0,milky,0.19636
901,484,179,foliage,Cloves,280.0,floral,0.14859
902,556,179,ketone,Cloves,290.0,chemical,0.1539
903,570,179,lemon peel,Cloves,390.0,fruity,0.20697
904,633,179,neroli,Cloves,23.799999237,floral,0.01263
905,847,179,watery,Cloves,0.524999976,wine_like,0.00028
906,446,182,diphenyl oxide,Cocoa bean,570.0,green,0.09803
907,453,182,dry,Cocoa bean,431.3,smoky,0.07417
908,455,182,dusty,Cocoa bean,2313.35,smoky,0.39785
909,465,182,everlasting,Cocoa bean,570.0,floral,0.09803
910,474,182,feta cheese,Cocoa bean,80.0,milky,0.01376
911,484,182,foliage,Cocoa bean,90.0,floral,0.01548
912,556,182,ketone,Cocoa bean,1040.0,chemical,0.17886
913,570,182,lemon peel,Cocoa bean,720.0,fruity,0.12383
914,446,183,diphenyl oxide,Common thyme,250.65,green,0.11734
915,465,183,everlasting,Common thyme,1331.1,floral,0.62313
916,474,183,feta cheese,Common thyme,548.3,milky,0.25668
917,846,183,watercress,Common thyme,6.099999905,fruity,0.00286
918,446,186,diphenyl oxide,Fenugreek,1504.5,green,0.10501
919,465,186,everlasting,Fenugreek,2178.5,floral,0.15205
920,474,186,feta cheese,Fenugreek,3375.75,milky,0.23562
921,484,186,foliage,Fenugreek,2555.8,floral,0.17839
922,556,186,ketone,Fenugreek,2017.0,chemical,0.14078
923,570,186,lemon peel,Fenugreek,2687.0,fruity,0.18754
924,847,186,watery,Fenugreek,8.7390998,wine_like,0.00061
925,446,187,diphenyl oxide,Common wheat,1655.0,green,0.09664
926,465,187,everlasting,Common wheat,2283.0,floral,0.13332
927,474,187,feta cheese,Common wheat,3254.0,milky,0.19002
928,484,187,foliage,Common wheat,2127.25,floral,0.12422
929,556,187,ketone,Common wheat,1745.9,chemical,0.10195
930,570,187,lemon peel,Common wheat,6052.15,fruity,0.35342
931,846,187,watercress,Common wheat,6.631999807,fruity,0.00039
932,847,187,watery,Common wheat,0.45,wine_like,3e-05
933,882,187,brownsugar,Common wheat,0.35,sweet,2e-05
934,446,188,diphenyl oxide,"Vaccinium (Blueberry, Cranberry, Huckleberry)",101.0,green,0.09757
935,465,188,everlasting,"Vaccinium (Blueberry, Cranberry, Huckleberry)",219.0,floral,0.21157
936,474,188,feta cheese,"Vaccinium (Blueberry, Cranberry, Huckleberry)",87.0,milky,0.08405
937,484,188,foliage,"Vaccinium (Blueberry, Cranberry, Huckleberry)",221.0,floral,0.2135
938,556,188,ketone,"Vaccinium (Blueberry, Cranberry, Huckleberry)",228.0,chemical,0.22026
939,570,188,lemon peel,"Vaccinium (Blueberry, Cranberry, Huckleberry)",174.0,fruity,0.16809
940,633,188,neroli,"Vaccinium (Blueberry, Cranberry, Huckleberry)",5.14,floral,0.00497
941,446,191,diphenyl oxide,Highbush blueberry,30.0,green,0.06115
942,465,191,everlasting,Highbush blueberry,105.0,floral,0.21401
943,474,191,feta cheese,Highbush blueberry,45.0,milky,0.09172
944,484,191,foliage,Highbush blueberry,104.95,floral,0.21391
945,556,191,ketone,Highbush blueberry,105.0,chemical,0.21401
946,570,191,lemon peel,Highbush blueberry,93.7,fruity,0.19098
947,633,191,neroli,Highbush blueberry,6.97910918,floral,0.01422
948,838,191,very sweet,Highbush blueberry,0.003,sweet,1e-05
949,446,192,diphenyl oxide,American cranberry,32.0,green,0.12478
950,465,192,everlasting,American cranberry,45.0,floral,0.17547
951,474,192,feta cheese,American cranberry,39.0,milky,0.15207
952,484,192,foliage,American cranberry,48.0,floral,0.18717
953,556,192,ketone,American cranberry,49.0,chemical,0.19107
954,570,192,lemon peel,American cranberry,31.0,fruity,0.12088
955,633,192,neroli,American cranberry,0.34333333099999996,floral,0.00134
956,842,192,vinegar,American cranberry,5.056999981,chemical,0.01972
957,846,192,watercress,American cranberry,4.733999997,fruity,0.01846
958,882,192,brownsugar,American cranberry,2.320000172,sweet,0.00905
959,446,198,diphenyl oxide,Adzuki bean,1886.9,green,0.10019
960,465,198,everlasting,Adzuki bean,3264.4,floral,0.17332
961,474,198,feta cheese,Adzuki bean,4778.2,milky,0.2537
962,484,198,foliage,Adzuki bean,2412.7,floral,0.1281
963,556,198,ketone,Adzuki bean,3702.05,chemical,0.19656
964,570,198,lemon peel,Adzuki bean,2789.85,fruity,0.14813
965,446,199,diphenyl oxide,Gram bean,1251.0,green,0.10921
966,465,199,everlasting,Gram bean,2262.0,floral,0.19747
967,474,199,feta cheese,Gram bean,2674.0,milky,0.23344
968,484,199,foliage,Gram bean,1683.0,floral,0.14692
969,556,199,ketone,Gram bean,1721.0,chemical,0.15024
970,570,199,lemon peel,Gram bean,1864.0,fruity,0.16272
971,446,200,diphenyl oxide,Mung bean,3983.6,green,0.1115
972,465,200,everlasting,Mung bean,7266.25,floral,0.20338
973,474,200,feta cheese,Mung bean,7973.95,milky,0.22319
974,484,200,foliage,Mung bean,5225.85,floral,0.14627
975,556,200,ketone,Mung bean,6183.7,chemical,0.17308
976,570,200,lemon peel,Mung bean,5093.0,fruity,0.14255
977,633,200,neroli,Mung bean,0.33,floral,1e-05
978,446,204,diphenyl oxide,Common grape,58.85,green,0.05111
979,465,204,everlasting,Common grape,160.3,floral,0.13922
980,474,204,feta cheese,Common grape,157.1,milky,0.13644
981,484,204,foliage,Common grape,157.45,floral,0.13675
982,556,204,ketone,Common grape,213.0,chemical,0.18499
983,570,204,lemon peel,Common grape,401.6,fruity,0.34879
984,633,204,neroli,Common grape,2.7199999999999998,floral,0.00236
985,847,204,watery,Common grape,0.382,wine_like,0.00033
986,446,205,diphenyl oxide,Corn,14801.35,green,0.1142
987,465,205,everlasting,Corn,20298.3,floral,0.15662
988,474,205,feta cheese,Corn,12188.45,milky,0.09404
989,484,205,foliage,Corn,15060.65,floral,0.11621
990,556,205,ketone,Corn,31416.1,chemical,0.2424
991,570,205,lemon peel,Corn,35835.35,fruity,0.2765
992,838,205,very sweet,Corn,1.75,sweet,1e-05
993,846,205,watercress,Corn,0.9315950070000001,fruity,1e-05
994,847,205,watery,Corn,0.352599985,wine_like,0.0
995,882,205,brownsugar,Corn,0.204679996,sweet,0.0
996,446,206,diphenyl oxide,Ginger,369.1,green,0.0994
997,465,206,everlasting,Ginger,876.6,floral,0.23607
998,474,206,feta cheese,Ginger,540.0,milky,0.14542
999,484,206,foliage,Ginger,773.8,floral,0.20838
1000,556,206,ketone,Ginger,472.15,chemical,0.12715
1001,570,206,lemon peel,Ginger,596.3,fruity,0.16058
1002,633,206,neroli,Ginger,33.6,floral,0.00905
1003,787,206,styrene,Ginger,50.0,wine_like,0.01347
1004,826,206,unripe plum,Ginger,1.775,floral,0.00048
1005,446,208,diphenyl oxide,Banana,153.0,green,0.0908
1006,465,208,everlasting,Banana,389.0,floral,0.23085
1007,474,208,feta cheese,Banana,270.0,milky,0.16023
1008,484,208,foliage,Banana,270.0,floral,0.16023
1009,556,208,ketone,Banana,302.0,chemical,0.17922
1010,570,208,lemon peel,Banana,301.0,fruity,0.17862
1011,633,208,neroli,Banana,0.11,floral,7e-05
1012,446,214,diphenyl oxide,Celeriac,54.0,green,0.08612
1013,465,214,everlasting,Celeriac,174.0,floral,0.27751
1014,474,214,feta cheese,Celeriac,73.0,milky,0.11643
1015,484,214,foliage,Celeriac,90.0,floral,0.14354
1016,556,214,ketone,Celeriac,146.0,chemical,0.23285
1017,570,214,lemon peel,Celeriac,90.0,fruity,0.14354
1018,446,224,diphenyl oxide,Longan,119.0,green,0.06784
1019,465,224,everlasting,Longan,275.0,floral,0.15678
1020,474,224,feta cheese,Longan,218.0,milky,0.12429
1021,484,224,foliage,Longan,200.0,floral,0.11403
1022,556,224,ketone,Longan,742.0,chemical,0.42303
1023,570,224,lemon peel,Longan,200.0,fruity,0.11403
1024,446,229,diphenyl oxide,Nectarine,21.0,green,0.10192
1025,465,229,everlasting,Nectarine,39.0,floral,0.18928
1026,474,229,feta cheese,Nectarine,32.0,milky,0.15531
1027,484,229,foliage,Nectarine,33.0,floral,0.16016
1028,556,229,ketone,Nectarine,51.0,chemical,0.24752
1029,570,229,lemon peel,Nectarine,30.0,fruity,0.1456
1030,633,229,neroli,Nectarine,0.04,floral,0.00019
1031,446,237,diphenyl oxide,Swiss chard,208.1800982,green,0.06508
1032,465,237,everlasting,Swiss chard,1016.2198441,floral,0.31768
1033,474,237,feta cheese,Swiss chard,820.0560393000001,milky,0.25635
1034,484,237,foliage,Swiss chard,183.7621709,floral,0.05744
1035,556,237,ketone,Swiss chard,534.975358,chemical,0.16724
1036,567,237,leathery,Swiss chard,7.517044284,animal,0.00235
1037,633,237,neroli,Swiss chard,33.300000048,floral,0.01041
1038,787,237,styrene,Swiss chard,368.41649540000003,wine_like,0.11517
1039,846,237,watercress,Swiss chard,14.600000024,fruity,0.00456
1040,847,237,watery,Swiss chard,11.900000155,wine_like,0.00372
1041,446,241,diphenyl oxide,Welsh onion,55.0,green,0.09735
1042,465,241,everlasting,Welsh onion,84.0,floral,0.14869
1043,474,241,feta cheese,Welsh onion,95.0,milky,0.16816
1044,484,241,foliage,Welsh onion,94.0,floral,0.16639
1045,556,241,ketone,Welsh onion,86.0,chemical,0.15223
1046,570,241,lemon peel,Welsh onion,126.0,fruity,0.22303
1047,633,241,neroli,Welsh onion,24.95,floral,0.04416
1048,446,242,diphenyl oxide,Hard wheat,357.0,green,0.09819
1049,465,242,everlasting,Hard wheat,594.0,floral,0.16337
1050,474,242,feta cheese,Hard wheat,303.0,milky,0.08334
1051,484,242,foliage,Hard wheat,495.0,floral,0.13614
1052,556,242,ketone,Hard wheat,427.0,chemical,0.11744
1053,570,242,lemon peel,Hard wheat,1459.0,fruity,0.40128
1054,846,242,watercress,Hard wheat,0.896333337,fruity,0.00025
1055,446,243,diphenyl oxide,Shallot,428.0,green,0.10188
1056,465,243,everlasting,Shallot,653.0,floral,0.15544
1057,474,243,feta cheese,Shallot,739.0,milky,0.17591
1058,484,243,foliage,Shallot,734.0,floral,0.17472
1059,556,243,ketone,Shallot,668.0,chemical,0.15901
1060,570,243,lemon peel,Shallot,978.0,fruity,0.2328
1061,847,243,watery,Shallot,1.0,wine_like,0.00024
1062,446,245,diphenyl oxide,Carrot,759.83,green,0.07872
1063,465,245,everlasting,Carrot,1626.94,floral,0.16855
1064,474,245,feta cheese,Carrot,1432.92,milky,0.14845
1065,484,245,foliage,Carrot,831.4300000000001,floral,0.08614
1066,556,245,ketone,Carrot,2645.25,chemical,0.27405
1067,570,245,lemon peel,Carrot,1043.25,fruity,0.10808
1068,604,245,mercaptan,Carrot,0.7753,chemical,8e-05
1069,633,245,neroli,Carrot,4.719400004000001,floral,0.00049
1070,826,245,unripe plum,Carrot,900.0,floral,0.09324
1071,846,245,watercress,Carrot,7.219799986,fruity,0.00075
1072,847,245,watery,Carrot,0.129999995,wine_like,1e-05
1073,857,245,cookedvegetable,Carrot,400.0,green,0.04144
1074,446,246,diphenyl oxide,Triticale,770.0,green,0.10681
1075,465,246,everlasting,Triticale,1224.0,floral,0.16979
1076,474,246,feta cheese,Triticale,734.0,milky,0.10182
1077,484,246,foliage,Triticale,1124.0,floral,0.15592
1078,556,246,ketone,Triticale,977.0,chemical,0.13553
1079,570,246,lemon peel,Triticale,2380.0,fruity,0.33014
1080,446,247,diphenyl oxide,Black cabbage,411.0,green,0.10839
1081,465,247,everlasting,Black cabbage,749.0,floral,0.19753
1082,474,247,feta cheese,Black cabbage,729.0,milky,0.19226
1083,484,247,foliage,Black cabbage,587.0,floral,0.15481
1084,556,247,ketone,Black cabbage,655.0,chemical,0.17274
1085,570,247,lemon peel,Black cabbage,652.0,fruity,0.17195
1086,633,247,neroli,Black cabbage,8.74,floral,0.00231
1087,446,249,diphenyl oxide,Celery leaves,54.0,green,0.08612
1088,465,249,everlasting,Celery leaves,174.0,floral,0.27751
1089,474,249,feta cheese,Celery leaves,73.0,milky,0.11643
1090,484,249,foliage,Celery leaves,90.0,floral,0.14354
1091,556,249,ketone,Celery leaves,146.0,chemical,0.23285
1092,570,249,lemon peel,Celery leaves,90.0,fruity,0.14354
1093,446,252,diphenyl oxide,Pak choy,147.0,green,0.08789
1094,465,252,everlasting,Pak choy,338.0,floral,0.20208
1095,474,252,feta cheese,Pak choy,364.0,milky,0.21763
1096,484,252,foliage,Pak choy,219.0,floral,0.13093
1097,556,252,ketone,Pak choy,438.0,chemical,0.26187
1098,570,252,lemon peel,Pak choy,157.0,fruity,0.09387
1099,633,252,neroli,Pak choy,9.600000381,floral,0.00574
1100,446,253,diphenyl oxide,Napa cabbage,81.0,green,0.08402
1101,465,253,everlasting,Napa cabbage,185.0,floral,0.1919
1102,474,253,feta cheese,Napa cabbage,249.0,milky,0.25829
1103,484,253,foliage,Napa cabbage,121.0,floral,0.12551
1104,556,253,ketone,Napa cabbage,241.0,chemical,0.24999
1105,570,253,lemon peel,Napa cabbage,87.0,fruity,0.09025
1106,633,253,neroli,Napa cabbage,0.04,floral,4e-05
1107,446,256,diphenyl oxide,Grapefruit,96.0,green,0.04955
1108,465,256,everlasting,Grapefruit,191.0,floral,0.09858
1109,474,256,feta cheese,Grapefruit,204.0,milky,0.10528
1110,484,256,foliage,Grapefruit,168.0,floral,0.0867
1111,556,256,ketone,Grapefruit,293.0,chemical,0.15122
1112,570,256,lemon peel,Grapefruit,738.0,fruity,0.38088
1113,633,256,neroli,Grapefruit,0.676666671,floral,0.00035
1114,678,256,plant,Grapefruit,246.153999991,green,0.12704
1115,846,256,watercress,Grapefruit,0.448999997,fruity,0.00023
1116,847,256,watery,Grapefruit,0.063999999,wine_like,3e-05
1117,882,256,brownsugar,Grapefruit,0.266000003,sweet,0.00014
1118,446,261,diphenyl oxide,Daikon radish,207.0,green,0.08868
1119,465,261,everlasting,Daikon radish,525.0,floral,0.2249
1120,474,261,feta cheese,Daikon radish,529.0,milky,0.22662
1121,484,261,foliage,Daikon radish,357.0,floral,0.15293
1122,556,261,ketone,Daikon radish,385.0,chemical,0.16493
1123,570,261,lemon peel,Daikon radish,331.0,fruity,0.1418
1124,633,261,neroli,Daikon radish,0.34,floral,0.00015
1125,446,264,diphenyl oxide,Red beetroot,233.6,green,0.09884
1126,465,264,everlasting,Red beetroot,492.1,floral,0.20822
1127,474,264,feta cheese,Red beetroot,391.0,milky,0.16544
1128,484,264,foliage,Red beetroot,325.21,floral,0.1376
1129,556,264,ketone,Red beetroot,584.0,chemical,0.2471
1130,567,264,leathery,Red beetroot,0.62,animal,0.00026
1131,570,264,lemon peel,Red beetroot,248.85,fruity,0.10529
1132,787,264,styrene,Red beetroot,88.0,wine_like,0.03723
1133,446,269,diphenyl oxide,Other bread,4678.0,green,0.10302
1134,465,269,everlasting,Other bread,7322.0,floral,0.16125
1135,474,269,feta cheese,Other bread,4574.0,milky,0.10073
1136,484,269,foliage,Other bread,5868.0,floral,0.12923
1137,556,269,ketone,Other bread,5776.0,chemical,0.1272
1138,570,269,lemon peel,Other bread,17190.0,fruity,0.37857
1139,446,270,diphenyl oxide,Breakfast cereal,11985.0,green,0.09312
1140,455,270,dusty,Breakfast cereal,940.0,smoky,0.0073
1141,465,270,everlasting,Breakfast cereal,22090.0,floral,0.17163
1142,474,270,feta cheese,Breakfast cereal,11975.0,milky,0.09304
1143,484,270,foliage,Breakfast cereal,19714.0,floral,0.15317
1144,556,270,ketone,Breakfast cereal,22562.0,chemical,0.1753
1145,570,270,lemon peel,Breakfast cereal,39439.0,fruity,0.30643
1146,446,272,diphenyl oxide,Other soy product,24582.0,green,0.12924
1147,465,272,everlasting,Other soy product,32087.0,floral,0.1687
1148,474,272,feta cheese,Other soy product,41223.0,milky,0.21673
1149,484,272,foliage,Other soy product,27887.0,floral,0.14662
1150,556,272,ketone,Other soy product,28256.0,chemical,0.14856
1151,570,272,lemon peel,Other soy product,36168.0,fruity,0.19015
1152,446,274,diphenyl oxide,Pasta,12125.0,green,0.08904
1153,465,274,everlasting,Pasta,23041.0,floral,0.16921
1154,474,274,feta cheese,Pasta,11701.0,milky,0.08593
1155,484,274,foliage,Pasta,17729.0,floral,0.1302
1156,556,274,ketone,Pasta,17372.0,chemical,0.12757
1157,570,274,lemon peel,Pasta,54204.0,fruity,0.39806
1158,446,275,diphenyl oxide,Biscuit,15358.0,green,0.10629
1159,455,275,dusty,Biscuit,2346.0,smoky,0.01624
1160,465,275,everlasting,Biscuit,24110.0,floral,0.16686
1161,474,275,feta cheese,Biscuit,17493.0,milky,0.12106
1162,484,275,foliage,Biscuit,19573.0,floral,0.13546
1163,556,275,ketone,Biscuit,18552.0,chemical,0.12839
1164,570,275,lemon peel,Biscuit,47061.0,fruity,0.3257
1165,446,280,diphenyl oxide,Abalone,1174.0,green,0.10185
1166,465,280,everlasting,Abalone,1607.0,floral,0.13941
1167,474,280,feta cheese,Abalone,2711.0,milky,0.23519
1168,484,280,foliage,Abalone,2283.0,floral,0.19806
1169,556,280,ketone,Abalone,2203.0,chemical,0.19112
1170,570,280,lemon peel,Abalone,1549.0,fruity,0.13438
1171,446,283,diphenyl oxide,Acorn,660.0,green,0.10386
1172,465,283,everlasting,Acorn,1221.0,floral,0.19213
1173,474,283,feta cheese,Acorn,1357.0,milky,0.21353
1174,484,283,foliage,Acorn,1009.0,floral,0.15877
1175,556,283,ketone,Acorn,1238.0,chemical,0.19481
1176,570,283,lemon peel,Acorn,870.0,fruity,0.1369
1177,446,284,diphenyl oxide,Winter squash,416.0,green,0.14804
1178,465,284,everlasting,Winter squash,530.0,floral,0.18861
1179,474,284,feta cheese,Winter squash,455.0,milky,0.16192
1180,484,284,foliage,Winter squash,455.0,floral,0.16192
1181,556,284,ketone,Winter squash,515.0,chemical,0.18327
1182,570,284,lemon peel,Winter squash,439.0,fruity,0.15623
1183,446,286,diphenyl oxide,Red king crab,1253.0,green,0.10492
1184,465,286,everlasting,Red king crab,1771.0,floral,0.14829
1185,474,286,feta cheese,Red king crab,3276.0,milky,0.2743
1186,484,286,foliage,Red king crab,2270.0,floral,0.19007
1187,556,286,ketone,Red king crab,2132.0,chemical,0.17851
1188,570,286,lemon peel,Red king crab,1241.0,fruity,0.10391
1189,446,289,diphenyl oxide,Amaranth,1066.2,green,0.09128
1190,465,289,everlasting,Amaranth,1944.55,floral,0.16647
1191,474,289,feta cheese,Amaranth,1919.4,milky,0.16432
1192,484,289,foliage,Amaranth,2854.0,floral,0.24433
1193,556,289,ketone,Amaranth,2081.6,chemical,0.1782
1194,570,289,lemon peel,Amaranth,1815.3,fruity,0.15541
1195,446,291,diphenyl oxide,Arrowroot,9.0,green,0.12329
1196,465,291,everlasting,Arrowroot,14.0,floral,0.19178
1197,474,291,feta cheese,Arrowroot,13.0,milky,0.17808
1198,484,291,foliage,Arrowroot,14.0,floral,0.19178
1199,556,291,ketone,Arrowroot,14.0,chemical,0.19178
1200,570,291,lemon peel,Arrowroot,9.0,fruity,0.12329
1201,446,292,diphenyl oxide,Asian pear,4.0,green,0.04651
1202,465,292,everlasting,Asian pear,18.0,floral,0.2093
1203,474,292,feta cheese,Asian pear,17.0,milky,0.19767
1204,484,292,foliage,Asian pear,14.0,floral,0.16279
1205,556,292,ketone,Asian pear,17.0,chemical,0.19767
1206,570,292,lemon peel,Asian pear,16.0,fruity,0.18605
1207,446,293,diphenyl oxide,Atlantic herring,3524.0,green,0.10519
1208,465,293,everlasting,Atlantic herring,5377.0,floral,0.16051
1209,474,293,feta cheese,Atlantic herring,9586.0,milky,0.28615
1210,484,293,foliage,Atlantic herring,5010.0,floral,0.14955
1211,556,293,ketone,Atlantic herring,6313.0,chemical,0.18845
1212,570,293,lemon peel,Atlantic herring,3690.0,fruity,0.11015
1213,446,294,diphenyl oxide,Atlantic mackerel,1433.0,green,0.10519
1214,465,294,everlasting,Atlantic mackerel,2186.0,floral,0.16046
1215,474,294,feta cheese,Atlantic mackerel,3898.0,milky,0.28613
1216,484,294,foliage,Atlantic mackerel,2038.0,floral,0.1496
1217,556,294,ketone,Atlantic mackerel,2567.0,chemical,0.18843
1218,570,294,lemon peel,Atlantic mackerel,1501.0,fruity,0.11018
1219,446,295,diphenyl oxide,Painted comber,1202.0,green,0.11215
1220,465,295,everlasting,Painted comber,1638.0,floral,0.15283
1221,474,295,feta cheese,Painted comber,3234.0,milky,0.30174
1222,484,295,foliage,Painted comber,1493.0,floral,0.1393
1223,556,295,ketone,Painted comber,1990.0,chemical,0.18567
1224,570,295,lemon peel,Painted comber,1161.0,fruity,0.10832
1225,446,296,diphenyl oxide,Atlantic pollock,1497.0,green,0.10513
1226,465,296,everlasting,Atlantic pollock,2286.0,floral,0.16054
1227,474,296,feta cheese,Atlantic pollock,4075.0,milky,0.28619
1228,484,296,foliage,Atlantic pollock,2129.0,floral,0.14952
1229,556,296,ketone,Atlantic pollock,2683.0,chemical,0.18843
1230,570,296,lemon peel,Atlantic pollock,1569.0,fruity,0.11019
1231,446,297,diphenyl oxide,Atlantic wolffish,2488.0,green,0.11362
1232,465,297,everlasting,Atlantic wolffish,3858.0,floral,0.17618
1233,474,297,feta cheese,Atlantic wolffish,5168.0,milky,0.236
1234,484,297,foliage,Atlantic wolffish,3417.0,floral,0.15604
1235,556,297,ketone,Atlantic wolffish,4375.0,chemical,0.19979
1236,570,297,lemon peel,Atlantic wolffish,2592.0,fruity,0.11837
1237,446,299,diphenyl oxide,Striped bass,1366.0,green,0.10518
1238,465,299,everlasting,Striped bass,2085.0,floral,0.16055
1239,474,299,feta cheese,Striped bass,3716.0,milky,0.28613
1240,484,299,foliage,Striped bass,1942.0,floral,0.14953
1241,556,299,ketone,Striped bass,2447.0,chemical,0.18842
1242,570,299,lemon peel,Striped bass,1431.0,fruity,0.11019
1243,446,301,diphenyl oxide,Beech nut,172.0,green,0.08848
1244,465,301,everlasting,Beech nut,346.0,floral,0.17798
1245,474,301,feta cheese,Beech nut,367.0,milky,0.18879
1246,484,301,foliage,Beech nut,319.0,floral,0.16409
1247,556,301,ketone,Beech nut,414.0,chemical,0.21296
1248,570,301,lemon peel,Beech nut,326.0,fruity,0.1677
1249,446,302,diphenyl oxide,Beluga whale,1887.0,green,0.08263
1250,465,302,everlasting,Beluga whale,2810.0,floral,0.12304
1251,474,302,feta cheese,Beluga whale,6313.0,milky,0.27643
1252,484,302,foliage,Beluga whale,4079.0,floral,0.17861
1253,556,302,ketone,Beluga whale,4268.0,chemical,0.18688
1254,570,302,lemon peel,Beluga whale,3481.0,fruity,0.15242
1255,446,306,diphenyl oxide,Blue crab,2599.0,green,0.11246
1256,465,306,everlasting,Blue crab,3441.0,floral,0.14889
1257,474,306,feta cheese,Blue crab,6077.0,milky,0.26295
1258,484,306,foliage,Blue crab,4411.0,floral,0.19086
1259,556,306,ketone,Blue crab,3956.0,chemical,0.17117
1260,570,306,lemon peel,Blue crab,2627.0,fruity,0.11367
1261,446,307,diphenyl oxide,Blue mussel,1143.0,green,0.10186
1262,465,307,everlasting,Blue mussel,1560.0,floral,0.13903
1263,474,307,feta cheese,Blue mussel,2668.0,milky,0.23777
1264,484,307,foliage,Blue mussel,2233.0,floral,0.199
1265,556,307,ketone,Blue mussel,2160.0,chemical,0.1925
1266,570,307,lemon peel,Blue mussel,1457.0,fruity,0.12985
1267,446,308,diphenyl oxide,Northern bluefin tuna,1797.0,green,0.10517
1268,465,308,everlasting,Northern bluefin tuna,2743.0,floral,0.16053
1269,474,308,feta cheese,Northern bluefin tuna,4889.0,milky,0.28612
1270,484,308,foliage,Northern bluefin tuna,2556.0,floral,0.14959
1271,556,308,ketone,Northern bluefin tuna,3220.0,chemical,0.18845
1272,570,308,lemon peel,Northern bluefin tuna,1882.0,fruity,0.11014
1273,446,309,diphenyl oxide,Bluefish,1543.0,green,0.10513
1274,465,309,everlasting,Bluefish,2356.0,floral,0.16052
1275,474,309,feta cheese,Bluefish,4200.0,milky,0.28616
1276,484,309,foliage,Bluefish,2195.0,floral,0.14955
